Unnamed: 0,imdb_ids,movie,year,imdb,metascore,votes,release_date,release_date_norm,title,title_norm,mpaa-rating,mpaa-rating_norm,running-time,franchises,franchises_norm,keywords,keywords_norm,source,source_norm,genre,genre_norm,production_method,production_method_norm,creative_type,creative_type_norm,production_companies,production_companies_norm,production_countries,production_countries_norm,languages,languages_norm,production_budget,domestic_gross,worldwide_gross,imdb_id
38459,1629705,Blackthorn,2011,65,61.0,8657,"Oct 7, 2011",2011/10/07,Blackthorn,Blackthorn,R,R-(US),98.0,,,"Voiceover/Narration;Intertitle;Non-Chronological;Gangs;Fugitive / On the Run;Same Role, Multiple Actors;Revenge;Surprise Twist;Road Trip;One Last Job",Voiceover-Narration;Intertitle;Non-Chronological;Gangs;Fugitive;Same-Role-Multiple-Actors;Revenge;Surprise-Twist;Road-Trip;One-Last-Job,Original Screenplay,Original-Screenplay,Adventure,Adventure,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Magnolia Pictures;Arcadia Motion Pictures,Magnolia-Pictures;Arcadia-Motion-Pictures,Spain;United States,Spain;United-States,Aymaran;English;Quechua;Spanish,Aymaran;English;Quechua;Spanish,4500000,200558,1217307,1629705.0
38460,1181614,Wuthering Heights,2011,60,70.0,8654,"Oct 5, 2012",2012/10/05,Wuthering Heights,Wuthering-Heights-(2011),Not Rated,Not-Rated-(US),128.0,,,Romance;Cross-Class Romance;Foster Family;Interracial Romance;Hauntings;Non-Chronological;Unrequited Love;Costume Drama,Romance;Cross-Class-Romance;Foster-Family;Interracial-Romance;Hauntings;Non-Chronological;Unrequited-Love;Costume-Drama,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,HanWay Films;Film 4;UK Film Council;Goldcrest Films;Screen Yorkshire;Ecosse Films,HanWay-Films;Film-4;UK-Film-Council;Goldcrest-Films;Screen-Yorkshire;Ecosse-Films,United Kingdom,United-Kingdom,English,English,8000000,100915,2721534,1181614.0
38487,1631707,Enter Nowhere,2011,65,,7821,"Apr 3, 2012",2012/04/03,Enter Nowhere,Enter-Nowhere,R,R-(US),89.0,,,Fugitive / On the Run;Orphan;World War II;Time Travel;Dysfunctional Family;Religious;Sex Crimes;Direct-to-Video;Death of a Spouse or Fiance / Fianc,Fugitive;Orphan;World-War-II;Time-Travel;Dysfunctional-Family;Religious;Sex-Crimes;Direct-to-Video;Death-of-a-Spouse-or-Fiancee-Fiance,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Science Fiction,Science-Fiction,,,,,English;German,English;German,500000,0,0,1631707.0
38493,1235170,The Future,2011,62,67.0,7699,"Jul 29, 2011",2011/07/29,The Future,Future-The,R,R-(US),91.0,,,Performing Arts;Internet;Animal Lead;Talking Animals;Voiceover/Narration;Dancing;Directing Yourself,Performing-Arts;Internet;Animal-Lead;Talking-Animals;Voiceover-Narration;Dancing;Directing-Yourself,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Science Fiction,Science-Fiction,Razor Films;GNK Productions;Film 4;The Match Factory;Haut et Court,Razor-Films;GNK-Productions;Film-4;Match-Factory-The;Haut-et-Court,Germany;United States,Germany;United-States,English,English,1000000,568662,1239174,1235170.0
38499,1345836,The Dark Knight Rises,2012,84,78.0,1416199,"Jul 19, 2012",2012/07/19,The Dark Knight Rises,Dark-Knight-Rises-The,PG-13,PG-13-(US),164.0,Batman;Dark Knight Trilogy,Batman;Dark-Knight-Trilogy,Vigilante;Terrorism;Fugitive / On the Run;Non-Chronological;Surprise Twist;Secret Identity;IMAX: DMR,Vigilante;Terrorism;Fugitive;Non-Chronological;Surprise-Twist;Secret-Identity;IMAX-DMR,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Live Action,Live-Action,Super Hero,Super-Hero,Warner Bros.;Legendary Pictures;Syncopy,Warner-Bros;Legendary-Pictures;Syncopy,United States,United-States,English,English,275000000,448139099,1084439099,1345836.0
38500,1853728,Django Unchained,2012,84,81.0,1244313,"Dec 25, 2012",2012/12/25,Django Unchained,Django-Unchained,R,R-(US),165.0,,,Non-Chronological;Directing Yourself;Slavery;Revenge;Bounty Hunter;Rescue;Intertitle;Fugitive / On the Run;Slow Motion Scene;Bare Knuckle Fighting;Underground / Illegal Fighting;Intentionally Anachronistic;2013 Oscars Best Picture Nominee,Non-Chronological;Directing-Yourself;Slavery;Revenge;Bounty-Hunter;Rescue;Intertitle;Fugitive;Slow-Motion-Scene;Bare-Knuckle-Fighting;Underground-Illegal-Fighting;Intentionally-Anachronistic;2013-Oscars-Best-Picture-Nominee,Original Screenplay,Original-Screenplay,Western,Western,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Weinstein Company;Columbia Pictures;A Band Apart,Weinstein-Company;Columbia-Pictures;Band-Apart-A,United States,United-States,English;French;German,English;French;German,100000000,162805434,449948323,1853728.0
38501,848228,The Avengers,2012,80,69.0,1203952,"Apr 25, 2012",2012/04/25,The Avengers,Avengers-The-(2012),PG-13,PG-13-(US),143.0,Marvel Cinematic Universe;Avengers,Marvel-Cinematic-Universe;Avengers,Marvel Comics;3-D;Gods and Goddesses;Mutants;Visual Effects;Special Ops;Alien Invasion;Revenge;Franchise Crossover;Non-Chronological;Ensemble;Gratuitous Cameos;Epilogue;Scene in End Credits;IMAX: DMR;Sequel With Lead Character Recast;Good vs. Evil;Faked Death;Mind Control;Motion Capture Performance;3-D - Post-production Conversion,Marvel-Comics;3-D;Gods-and-Goddesses;Mutants;Visual-Effects;Special-Ops;Alien-Invasion;Revenge;Franchise-Crossover;Non-Chronological;Ensemble;Gratuitous-Cameos;Epilogue;Scene-in-End-Credits;IMAX-DMR;Sequel-With-Lead-Character-Recast;Good-vs-Evil;Faked-Death;Mind-Control;Motion-Capture-Performance;3-D-Post-Production-Conversion,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Animation/Live Action,Animation-and-Live-Action,Super Hero,Super-Hero,Marvel Studios;Paramount Pictures,Marvel-Studios;Paramount-Pictures,United States,United-States,English,English,225000000,623279547,1517935897,848228.0
38502,1392170,The Hunger Games,2012,72,68.0,804845,"Mar 8, 2012",2012/03/08,The Hunger Games,Hunger-Games-The,PG-13,PG-13-(US),142.0,Hunger Games,Hunger-Games,Novel or Other Work Adapted by Author;Dystopia;Government Corruption;Reality TV;Ensemble;Intertitle;Non-Chronological;Addiction;Class Warfare;Hallucinations;Revenge;Dream Sequence;Love Triangle;IMAX: DMR;Young Adult Book Adaptation,Novel-Adapted-by-Author;Dystopia;Government-Corruption;Reality-TV;Ensemble;Intertitle;Non-Chronological;Addiction;Class-Warfare;Hallucinations;Revenge;Dream-Sequence;Love-Triangle;IMAX-DMR;Young-Adult-Book-Adaptation,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Science Fiction,Science-Fiction,Lionsgate;Color Force,Lionsgate;Color-Force,United States,United-States,English,English,80000000,408010692,677923379,1392170.0
38503,903624,The Hobbit: An Unexpected Journey,2012,78,58.0,727364,"Dec 11, 2012",2012/12/11,The Hobbit: An Unexpected Journey,Hobbit-An-Unexpected-Journey-The,PG-13,PG-13-(US),169.0,Peter Jackson's Lord of the Rings;The Hobbit,Peter-Jacksons-Lord-of-the-Rings;Hobbit-The,"3-D;IMAX: DMR;Prequel;Cliffhanger Ending;Dragon;Same Role, Multiple Actors;Ensemble;Visual Effects;3-D - Shot in 3-D;Lord of the Rings;Motion Capture Performance",3-D;IMAX-DMR;Prequel;Cliffhanger-Ending;Dragon;Same-Role-Multiple-Actors;Ensemble;Visual-Effects;3-D-Shot-in-3-D;Lord-of-the-Rings;Motion-Capture-Performance,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Adventure,Adventure,Animation/Live Action,Animation-and-Live-Action,Fantasy,Fantasy,New Line Cinema;Metro-Goldwyn-Mayer Pictures;Wingnut Films,New-Line-Cinema;Metro-Goldwyn-Mayer-Pictures;Wingnut-Films,New Zealand;United States,New-Zealand;United-States,English,English,250000000,303003568,1017003568,903624.0
38504,1045658,Silver Linings Playbook,2012,77,81.0,628707,"Nov 16, 2012",2012/11/16,Silver Linings Playbook,Silver-Linings-Playbook,R,R-(US),122.0,,,Relationships Gone Wrong;Infidelity;Mental Illness;Football;Depression;Death of a Spouse or Fiance / Fianc;Widow/Widower;Dancing;Romance;Superstition;2013 Oscars Best Picture Nominee,Relationships-Gone-Wrong;Infidelity;Mental-Illness;Football;Depression;Death-of-a-Spouse-or-Fiancee-Fiance;Widow-Widower;Dancing;Romance;Superstition;2013-Oscars-Best-Picture-Nominee,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Weinstein Company,Weinstein-Company,United States,United-States,English,English,21000000,132092958,236412453,1045658.0
38505,1074638,Skyfall,2012,77,81.0,599083,"Oct 26, 2012",2012/10/26,Skyfall,Skyfall,PG-13,PG-13-(US),143.0,James Bond,James-Bond,IMAX: DMR;Secret Agent;Surprise Twist;Faked Death;Development Hell;Delayed Sequel;Prologue;Intertitle,IMAX-DMR;Secret-Agent;Surprise-Twist;Faked-Death;Development-Hell;Delayed-Sequel;Prologue;Intertitle,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Eon Productions;B23;Metro-Goldwyn-Mayer Pictures;Columbia Pictures,Eon-Productions;B23;Metro-Goldwyn-Mayer-Pictures;Columbia-Pictures,United Kingdom;United States,United-Kingdom;United-States,English,English,200000000,304360277,1110526981,1074638.0
38506,454876,Life of Pi,2012,79,79.0,545619,"Nov 21, 2012",2012/11/21,Life of Pi,Life-of-Pi,PG,PG-(US),125.0,,,"Cannibalism;Religious;Animal Lead;On a Boat;Disaster;Marooned;Surprise Twist;Non-Chronological;Same Role, Multiple Actors;Development Hell;3-D;3-D - Shot in 3-D;Voiceover/Narration;Unnamed Character;Atheism;Visual Effects;2013 Oscars Best Picture Nominee;IMAX: DMR",Cannibalism;Religious;Animal-Lead;On-a-Boat;Disaster;Marooned;Surprise-Twist;Non-Chronological;Same-Role-Multiple-Actors;Development-Hell;3-D;3-D-Shot-in-3-D;Voiceover-Narration;Unnamed-Character;Atheism;Visual-Effects;2013-Oscars-Best-Picture-Nominee;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Fantasy,Fantasy,Fox 2000 Pictures;Dune Entertainment;Ingenious Media;Haishang Films;Gil Netter Productions;Big Screen Prods;Ingenious Film Partners,Fox-2000-Pictures;Dune-Entertainment;Ingenious-Media;Haishang-Films;Gil-Netter-Productions;Big-Screen-Prods;Ingenious-Film-Partners,United States,United-States,English,English,120000000,124987022,620912003,454876.0
38507,1637725,Ted,2012,69,62.0,545380,"Jun 29, 2012",2012/06/29,Ted,Ted,R,R-(US),106.0,Ted,Ted,Living Toys;Romance;Delayed Adulthood;Directing Yourself;Screenplay Written By the Star;Prologue;Epilogue;Spoiled Child;Motion Capture Performance,Living-Toys;Romance;Delayed-Adulthood;Directing-Yourself;Screenplay-Written-By-the-Star;Prologue;Epilogue;Spoiled-Child;Motion-Capture-Performance,Original Screenplay,Original-Screenplay,Adventure,Adventure,Animation/Live Action,Animation-and-Live-Action,Contemporary Fiction,Contemporary-Fiction,Universal Pictures;Media Rights Capital;Fuzzy Door;Bluegrass Films;Smart Entertainment,Universal-Pictures;Media-Rights-Capital;Fuzzy-Door;Bluegrass-Films;Smart-Entertainment,United States,United-States,English,English,50000000,218665740,556016627,1637725.0
38508,1446714,Prometheus,2012,70,64.0,545197,"May 30, 2012",2012/05/30,Prometheus,Prometheus,R,R-(US),124.0,Alien,Alien,3-D;Robot;Corporate Malfeasance;Alien Invasion;Prequel;Delayed Sequel;Surprise Twist;IMAX: DMR;Prologue;Intertitle;Faked Death,3-D;Robot;Corporate-Malfeasance;Alien-Invasion;Prequel;Delayed-Sequel;Surprise-Twist;IMAX-DMR;Prologue;Intertitle;Faked-Death,Original Screenplay,Original-Screenplay,Adventure,Adventure,Live Action,Live-Action,Science Fiction,Science-Fiction,20th Century Fox;Dune Entertainment;Scott Free Films;Brandywine,20th-Century-Fox;Dune-Entertainment;Scott-Free-Films;Brandywine,United States,United-States,English,English,125000000,126477084,402448265,1446714.0
38509,1024648,Argo,2012,77,86.0,542552,"Oct 11, 2012",2012/10/11,Argo,Argo,R,R-(US),120.0,,,Secret Agent;Rescue;Movie Business;Rebellion;Undercover;Hostage;Political;False Identity;Oscars Best Picture Winner;2013 Oscars Best Picture Nominee,Secret-Agent;Rescue;Movie-Business;Rebellion;Undercover;Hostage;Political;False-Identity;Oscars-Best-Picture-Winner;2013-Oscars-Best-Picture-Nominee,Based on Factual Book/Article,Based-on-Factual-Book-or-Article,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Warner Bros.;GK Films;Smoke House Pictures,Warner-Bros;GK-Films;Smoke-House-Pictures,United States,United-States,English;Farsi,English;Farsi,44500000,136025503,227140757,1024648.0
38510,948470,The Amazing Spider-Man,2012,69,66.0,534154,"Jun 27, 2012",2012/06/27,The Amazing Spider-Man,Amazing-Spider-Man-The,PG-13,PG-13-(US),136.0,Spider-Man,Spider-Man,Marvel Comics;3-D;Secret Identity;First Love;Visual Effects;Abandoned Child;Vigilante;Reboot;Inventor;Mad Scientist;IMAX: DMR;Motion Capture Performance,Marvel-Comics;3-D;Secret-Identity;First-Love;Visual-Effects;Abandoned-Child;Vigilante;Reboot;Inventor;Mad-Scientist;IMAX-DMR;Motion-Capture-Performance,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Adventure,Adventure,Live Action,Live-Action,Super Hero,Super-Hero,Columbia Pictures;Marvel Studios,Columbia-Pictures;Marvel-Studios,United States,United-States,English,English,220000000,262030663,757890267,948470.0
38511,1276104,Looper,2012,74,84.0,507696,"Sep 27, 2012",2012/09/27,Looper,Looper,R,R-(US),119.0,,,"Time Travel;Hitmen;Organized Crime;Same Role, Multiple Actors;Addiction",Time-Travel;Hitmen;Organized-Crime;Same-Role-Multiple-Actors;Addiction,Original Screenplay,Original-Screenplay,Action,Action,Live Action,Live-Action,Science Fiction,Science-Fiction,Tri-Star Pictures;FilmDistrict;Endgame Entertainment;DMG Entertainment;Ram Bergman Productions,Tri-Star-Pictures;FilmDistrict;Endgame-Entertainment;DMG-Entertainment;Ram-Bergman-Productions,China;United States,China;United-States,English,English,30000000,66486205,170466405,1276104.0
38512,1232829,21 Jump Street,2012,72,69.0,485118,"Mar 14, 2012",2012/03/14,21 Jump Street,21-Jump-Street,R,R-(US),109.0,21 Jump Street,21-Jump-Street,Undercover;Gratuitous Cameos;Narcotics;Buddy Cop;High School Hell;Prom;Slobs vs. Snobs,Undercover;Gratuitous-Cameos;Narcotics;Buddy-Cop;High-School-Hell;Prom;Slobs-vs-Snobs,Based on TV,Based-on-TV,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Columbia Pictures;Metro-Goldwyn-Mayer Pictures;Relativity Media;Original Film;Cannell Studios,Columbia-Pictures;Metro-Goldwyn-Mayer-Pictures;Relativity-Media;Original-Film;Cannell-Studios,United States,United-States,English,English,42000000,138447667,202812429,1232829.0
38513,1659337,The Perks of Being a Wallflower,2012,80,67.0,428992,"Sep 20, 2012",2012/09/20,The Perks of Being a Wallflower,Perks-of-Being-a-Wallflower-The,R,R-(US),103.0,,,Novel or Other Work Adapted by Author;Coming of Age;Romance;First Love;High School Hell;Last Day of School;Young Adult Book Adaptation;1990s,Novel-Adapted-by-Author;Coming-of-Age;Romance;First-Love;High-School-Hell;Last-Day-of-School;Young-Adult-Book-Adaptation;1990s,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Summit Entertainment;Mr. Mudd,Summit-Entertainment;Mr-Mudd,United States,United-States,English,English,13000000,17742948,33069303,1659337.0
38515,1772341,Wreck-It Ralph,2012,77,72.0,353769,"Nov 1, 2012",2012/11/01,Wreck-It Ralph,Wreck-It-Ralph,PG,PG-(US),101.0,Wreck-It Ralph,Wreck-It-Ralph,Video Game;Gratuitous Cameos;Villain's Point of View;Directing Yourself;3-D;3-D - Shot in 3-D;Family Movie;Secret Identity;Surprise Twist;Prologue;Voiceover/Narration;Epilogue;Non-Chronological,Video-Game;Gratuitous-Cameos;Villains-Point-of-View;Directing-Yourself;3-D;3-D-Shot-in-3-D;Family-Movie;Secret-Identity;Surprise-Twist;Prologue;Voiceover-Narration;Epilogue;Non-Chronological,Original Screenplay,Original-Screenplay,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,Walt Disney Animation Studios,Walt-Disney-Animation-Studios,United States,United-States,English,English,165000000,189412677,496511521,1772341.0
38516,1217209,Brave,2012,71,69.0,346053,"Jun 21, 2012",2012/06/21,Brave,Brave,PG,PG-(US),93.0,,,3-D;Royalty;Arranged Marriage;Curses;Prologue;Voiceover/Narration;Animals Gone Bad;Paralysis / Loss of a Limb;Coming of Age;3-D - Shot in 3-D,3-D;Royalty;Arranged-Marriage;Curses;Prologue;Voiceover-Narration;Animals-Gone-Bad;Paralysis-Loss-of-a-Limb;Coming-of-Age;3-D-Shot-in-3-D,Original Screenplay,Original-Screenplay,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,Disney-Pixar,Pixar,United States,United-States,English,English,185000000,237282182,554606532,1217209.0
38517,1371111,Cloud Atlas,2012,74,55.0,330345,"Oct 26, 2012",2012/10/26,Cloud Atlas,Cloud-Atlas,R,R-(US),172.0,,,"IMAX: DMR;Cloning;Dystopia;Same Actor, Multiple Roles;Ensemble;Post Apocalypse;Segments;Cross-Dressing;Genderbending Casting;Whitewashed Casting;Invented Language;LGBT;Conspiracy Theory;Investigative Journalist",IMAX-DMR;Cloning;Dystopia;Same-Actor-Multiple-Roles;Ensemble;Post-Apocalypse;Segments;Cross-Dressing;Genderbending-Casting;Whitewashed-Casting;Invented-Language;LGBT;Conspiracy-Theory;Investigative-Journalist,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Multiple Creative Types,Multiple-Creative-Types,Warner Bros.;Cloud Atlas X-Filme Creative Pool Anarchos;A Company;ARD/Degeto,Warner-Bros;Cloud-Atlas-X-Filme-Creative-Pool-Anarchos;Company-A;ARD-Degeto,Germany,Germany,English,English,102000000,27108272,130673154,1371111.0
38518,1409024,Men in Black 3,2012,68,58.0,317447,"May 23, 2012",2012/05/23,Men in Black 3,Men-in-Black-3,PG-13,PG-13-(US),104.0,Men in Black,Men-in-Black,"3-D;Alien Invasion;Friendly Alien on Earth;Hitmen;Time Travel;Delayed Sequel;Buddy Comedy;Faulty Memory;Secret Agent;Marvel Comics;Visual Effects;Gratuitous Cameos;Same Role, Multiple Actors;Surprise Twist;IMAX: DMR;3-D - Post-production Conversion",3-D;Alien-Invasion;Friendly-Alien-on-Earth;Hitmen;Time-Travel;Delayed-Sequel;Buddy-Comedy;Faulty-Memory;Secret-Agent;Marvel-Comics;Visual-Effects;Gratuitous-Cameos;Same-Role-Multiple-Actors;Surprise-Twist;IMAX-DMR;3-D-Post-Production-Conversion,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Adventure,Adventure,Animation/Live Action,Animation-and-Live-Action,Science Fiction,Science-Fiction,Columbia Pictures;Hemisphere Media Capital;Amblin Entertainment;Parkes+Macdonald Productions;Image Nation,Columbia-Pictures;Hemisphere-Media-Capital;Amblin-Entertainment;Parkes-Plus-Macdonald-Productions;Image-Nation,United States,United-States,English,English,215000000,179020854,654213485,1409024.0
38519,1907668,Flight,2012,73,76.0,307496,"Nov 2, 2012",2012/11/02,Flight,Flight,R,R-(US),138.0,,,In a Plane;Lawyers;Disaster;Courtroom Drama;Addiction,In-a-Plane;Lawyers;Disaster;Courtroom-Drama;Addiction,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Paramount Pictures;ImageMovers;Parkes+Macdonald Productions,Paramount-Pictures;ImageMovers;Parkes-Plus-Macdonald-Productions,United States,United-States,English,English,31000000,93772375,160558438,1907668.0
38520,1748122,Moonrise Kingdom,2012,78,84.0,296647,"May 16, 2012",2012/05/16,Moonrise Kingdom,Moonrise-Kingdom,PG-13,PG-13-(US),94.0,,,Coming of Age;Romance;First Love;Runaway;Missing Person;Dysfunctional Family;Camping;Ensemble;Split Screen;Animated Sequences;Orphan;Foster Family;Infidelity;Voiceover/Narration;Breaking the Fourth Wall;Prologue;Intertitle;Non-Chronological;Character's Journey Shown on Map;Extreme Weather,Coming-of-Age;Romance;First-Love;Runaway;Missing-Person;Dysfunctional-Family;Camping;Ensemble;Split-Screen;Animated-Sequences;Orphan;Foster-Family;Infidelity;Voiceover-Narration;Breaking-the-Fourth-Wall;Prologue;Intertitle;Non-Chronological;Character-s-Journey-Shown-on-Map;Weather,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Focus Features;Indian Paintbrush;Empirical Picture,Focus-Features;Indian-Paintbrush;Empirical-Picture,United States,United-States,English,English,16000000,45512466,68848446,1748122.0
38521,1707386,Les Mis̩rables,2012,76,63.0,290440,"Dec 19, 2012",2012/12/19,Les Miserables,Miserables-Les-(2012),PG-13,PG-13-(US),158.0,,,Revolution;Romance;First Love;Love Triangle;Poverty;Political;Orphan;Cross-Dressing;Prostitution;Spoiled Child;Child Abuse;Ensemble;2013 Oscars Best Picture Nominee;IMAX: DMR,Revolution;Romance;First-Love;Love-Triangle;Poverty;Political;Orphan;Cross-Dressing;Prostitution;Spoiled-Child;Child-Abuse;Ensemble;2013-Oscars-Best-Picture-Nominee;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Musical,Musical,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Universal Pictures;Relativity Media;Working Title Films;Cameron Mackintosh,Universal-Pictures;Relativity-Media;Working-Title-Films;Cameron-Mackintosh,United Kingdom;United States,United-Kingdom;United-States,English,English,65000000,148809770,442169052,1707386.0
38522,790724,Jack Reacher,2012,70,50.0,289369,"Dec 20, 2012",2012/12/20,Jack Reacher,Jack-Reacher,PG-13,PG-13-(US),130.0,Jack Reacher,Jack-Reacher,Falsely Accused;Returning Soldiers;Police Procedural;Organized Crime;Private Investigator;Faulty Memory;Gulf War;Non-Chronological;Sex Crimes;War Crimes;Corrupt Cops;Prologue;Epilogue,Falsely-Accused;Returning-Soldiers;Police-Procedural;Organized-Crime;Private-Investigator;Faulty-Memory;Gulf-War;Non-Chronological;Sex-Crimes;War-Crimes;Corrupt-Cops;Prologue;Epilogue,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Paramount Pictures;Skydance Productions;Tom Cruise Productions,Paramount-Pictures;Skydance-Productions;Tom-Cruise-Productions,United States,United-States,English,English,60000000,80070736,217370736,790724.0
38524,1397280,Taken 2,2012,62,45.0,276727,"Sep 27, 2012",2012/09/27,Taken 2,Taken-2,PG-13,PG-13-(US),91.0,Taken,Taken,Kidnap;Rescue;Revenge;Organized Crime;Intertitle;Non-Chronological;Sequel With Lead Character Recast;Children Trying to Reunite Divorced Parents;Flashback to Previous Movie in the Franchise,Kidnap;Rescue;Revenge;Organized-Crime;Intertitle;Non-Chronological;Sequel-With-Lead-Character-Recast;Children-Trying-to-Reunite-Divorced-Parents;Flashback-to-Previous-Movie-in-the-Franchise,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,20th Century Fox;EuropaCorp;M6 Films;Grive Productions;Canal Plus;Cine Plus,20th-Century-Fox;EuropaCorp;M6-Films;Grive-Productions;Canal-Plus;Cine-Plus,France;United States,France;United-States,English,English,45000000,139854287,377807404,1397280.0
38525,1194173,The Bourne Legacy,2012,67,61.0,271910,"Aug 10, 2012",2012/08/10,The Bourne Legacy,Bourne-Legacy-The,PG-13,PG-13-(US),135.0,Bourne,Bourne,Secret Agent;Government Corruption;Sequels Without Their Original Stars;Midquel;IMAX: DMR,Secret-Agent;Government-Corruption;Sequels-Without-Their-Original-Stars;Midquel;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Universal Pictures;Relativity Media;The Kennedy/Marshall Company,Universal-Pictures;Relativity-Media;Kennedy-Marshall-Company-The,United States,United-States,English,English,125000000,113203870,280355920,1194173.0
38526,1735898,Snow White and the Huntsman,2012,61,57.0,261977,"May 30, 2012",2012/05/30,Snow White and the Huntsman,Snow-White-and-the-Huntsman,PG-13,PG-13-(US),127.0,Snow White and the Huntsman,Snow-White-and-the-Huntsman,Royalty;Step-Family;Dysfunctional Family;Faked Death;War;Rebellion;Sword & Sorcerer;Prologue;Voiceover/Narration;Prince/Princess;Widow/Widower;Non-Chronological;Fairies;Death of a Spouse or Fiance / Fianc;Young Child Dealing with the Death of a Parent;Good vs. Evil;Mariticide / Uxoricide;Motion Capture Performance,Royalty;Step-Family;Dysfunctional-Family;Faked-Death;War;Rebellion;Sword-and-Sorcerer;Prologue;Voiceover-Narration;Prince-Princess;Widow-Widower;Non-Chronological;Fairies;Death-of-a-Spouse-or-Fiancee-Fiance;Young-Child-Dealing-with-the-Death-of-a-Parent;Good-vs-Evil;Mariticide;Motion-Capture-Performance,Based on Folk Tale/Legend/Fairytale,Based-on-Folk-Tale-Legend-or-Fairytale,Adventure,Adventure,Live Action,Live-Action,Fantasy,Fantasy,Roth Films,Roth-Films,United States,United-States,English,English,170000000,155136755,401021746,1735898.0
38527,1981677,Pitch Perfect,2012,72,66.0,261098,"Sep 28, 2012",2012/09/28,Pitch Perfect,Pitch-Perfect,PG-13,PG-13-(US),112.0,Pitch Perfect,Pitch-Perfect,College;Musicians;Singers;A Cappella;Tournament;Underdog;Romance;Intertitle;LGBT;Dysfunctional Family;Voiceover/Narration;Gratuitous Cameos;Outtakes During Credits;Digital Cinematography,College;Musicians;Singers;Cappella-A;Tournament;Underdog;Romance;Intertitle;LGBT;Dysfunctional-Family;Voiceover-Narration;Gratuitous-Cameos;Outtakes-During-Credits;Digital-Cinematography,Based on Factual Book/Article,Based-on-Factual-Book-or-Article,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Gold Circle Films;Brownstone;Universal Pictures,Gold-Circle-Films;Brownstone;Universal-Pictures,United States,United-States,English,English,17000000,65001093,116044347,1981677.0
