Unnamed: 0,imdb_ids,movie,year,imdb,metascore,votes,release_date,release_date_norm,title,title_norm,mpaa-rating,mpaa-rating_norm,running-time,franchises,franchises_norm,keywords,keywords_norm,source,source_norm,genre,genre_norm,production_method,production_method_norm,creative_type,creative_type_norm,production_companies,production_companies_norm,production_countries,production_countries_norm,languages,languages_norm,production_budget,domestic_gross,worldwide_gross,imdb_id
11000,50212,The Bridge on the River Kwai,1957,81,87.0,189418,"Dec 18, 1957",1957/12/18,The Bridge on the River Kwai,Bridge-on-the-River-Kwai-The,PG,PG-(US),161.0,,,World War II;War,World-War-II;War,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,,,,,United Kingdom;United States,United-Kingdom;United-States,English,English,3000000,33300000,33300000,50212.0
11070,50379,A Farewell to Arms,1957,59,,2262,"Dec 14, 1957",1957/12/14,A Farewell To Arms,Farewell-To-Arms-A,Not Rated,Not-Rated-(US),152.0,,,,,,,,,,,,,,,United States,United-States,English,English,5000000,11000000,11017403,50379.0
11501,51459,Cat on a Hot Tin Roof,1958,80,,41533,"Sep 20, 1958",1958/09/20,Cat on a Hot Tin Roof,Cat-on-a-Hot-Tin-Roof,Not Rated,Not-Rated-(US),107.0,,,,,Based on Play,Based-on-Play,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,English,English,3000000,17570324,17570324,51459.0
12000,53291,Some Like It Hot,1959,82,97.0,225695,"Mar 29, 1959",1959/03/29,Some Like it Hot,Some-Like-it-Hot,Not Rated,Not-Rated-(US),121.0,,,Cross-Dressing;Buddy Comedy;Jazz;Mafia;Musicians;Road Trip;Romance;Eloping,Cross-Dressing;Buddy-Comedy;Jazz;Mafia;Musicians;Road-Trip;Romance;Eloping,,,,,Live Action,Live-Action,,,,,United States,United-States,English,English,2883848,25000000,25019542,53291.0
12001,52618,Ben-Hur,1959,81,90.0,204972,"Nov 18, 1959",1959/11/18,Ben-Hur,Ben-Hur-(1959),G,G-(US),212.0,,,,,Based on Religious Text,Based-on-Religious-Text,Adventure,Adventure,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,United States,United-States,English,English,15000000,73000000,73259017,52618.0
12021,53131,The Nun's Story,1959,76,,8667,"Jul 18, 1959",1959/07/18,The Nun's Story,Nuns-Story-The,Not Rated,Not-Rated-(US),149.0,,,Religious,Religious,,,,,,,,,,,United States,United-States,English,English,3500000,12800000,12800000,53131.0
12072,53290,Solomon and Sheba,1959,62,,2677,"Jan 1, 1959",1959/01/01,Solomon and Sheba,Solomon-and-Sheba,Not Rated,Not-Rated-(US),141.0,,,,,Based on Religious Text,Based-on-Religious-Text,,,,,,,,,United States,United-States,English,English,5000000,11000000,11014961,53290.0
12500,53604,The Apartment,1960,83,94.0,148288,"Jun 15, 1960",1960/06/15,The Apartment,Apartment-The,Not Rated,Not-Rated-(US),125.0,,,Romance;Voiceover/Narration;Corporate Life;Infidelity;Suicide;Love Triangle;Relationships Gone Wrong;Christmas,Romance;Voiceover-Narration;Corporate-Life;Infidelity;Suicide;Love-Triangle;Relationships-Gone-Wrong;Christmas,Original Screenplay,Original-Screenplay,Romantic Comedy,Romantic-Comedy,Live Action,Live-Action,,,,,United States,United-States,English,English,3000000,18600000,24600000,53604.0
12501,54331,Spartacus,1960,79,87.0,115396,"Oct 7, 1960",1960/10/07,Spartacus,Spartacus,PG-13,PG-13-(US),197.0,,,,,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,Dramatization,Dramatization,,,United States,United-States,English,English,12000000,30000000,60000000,54331.0
12518,53580,The Alamo,1960,69,,13408,"Oct 24, 1960",1960/10/24,The Alamo,Alamo-The,PG-13,PG-13-(US),167.0,,,War,War,Original Screenplay,Original-Screenplay,Western,Western,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,United States,United-States,English,English,12000000,7900000,7900000,53580.0
12526,53793,Elmer Gantry,1960,78,,9432,"Jul 7, 1960",1960/07/07,Elmer Gantry,Elmer-Gantry,Not Rated,Not-Rated-(US),146.0,,,,,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,English,English,3000000,10400000,10400000,53793.0
12529,53804,Exodus,1960,67,,8288,"Dec 15, 1960",1960/12/15,Exodus,Exodus,Not Rated,Not-Rated-(US),208.0,,,,,,,,,,,,,,,United States,United-States,English,English,4000000,21750000,21750000,53804.0
13002,55614,West Side Story,1961,75,86.0,89588,"Oct 18, 1961",1961/10/18,West Side Story,West-Side-Story,Not Rated,Not-Rated-(US),152.0,,,Gangs,Gangs,Based on Play,Based-on-Play,Musical,Musical,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,English,English,6000000,43700000,43700000,55614.0
13003,54997,The Hustler,1961,80,90.0,71437,"Sep 25, 1961",1961/09/25,The Hustler,Hustler-The,Not Rated,Not-Rated-(US),134.0,Eddie Felson,Eddie-Felson,Gambling;Confidence Men,Gambling;Confidence-Men,,,,,,,,,,,United States,United-States,English,English,2000000,7600000,7600000,54997.0
13004,55031,Judgment at Nuremberg,1961,82,60.0,63236,"Dec 19, 1961",1961/12/19,Judgment at Nuremberg,Judgment-at-Nuremberg,Not Rated,Not-Rated-(US),186.0,,,,,,,Drama,Drama,,,,,,,United States,United-States,English;German,English;German,3000000,10000000,10000000,55031.0
13013,55184,The Misfits,1961,73,77.0,15998,"Feb 1, 1961",1961/02/01,The Misfits,Misfits-The,Not Rated,Not-Rated-(US),125.0,,,Romance;Divorcée Romance;May / December Romance;Directing Yourself;Posthumous Release,Romance;Divorcee-Romance;May-December-Romance;Directing-Yourself;Posthumous-Release,,,,,,,,,,,United States,United-States,English,English,4000000,8200000,8200000,55184.0
13034,55312,Pocketful of Miracles,1961,72,,5512,"Dec 19, 1961",1961/12/19,Pocketful of Miracles,Pocketful-of-Miracles,Not Rated,Not-Rated-(US),136.0,,,,,,,,,,,,,,,United States,United-States,English;Spanish,English;Spanish,2900000,5000000,5000000,55312.0
13499,56592,To Kill a Mockingbird,1962,83,88.0,277424,"Dec 25, 1962",1962/12/25,To Kill A Mockingbird,To-Kill-A-Mockingbird,Not Rated,Not-Rated-(US),129.0,,,Lawyers;Courtroom Drama;Bigotry;Wrongfully Convicted;Framed;Voiceover/Narration;New Guy/Girl in School;Coming of Age;Poverty;Life in a Small Town;Sex Crimes;Dysfunctional Family;Young Child Dealing with the Death of a Parent;Death of a Spouse or Fiance / Fianc;Addiction;Albino,Lawyers;Courtroom-Drama;Bigotry;Wrongfully-Convicted;Framed;Voiceover-Narration;New-Guy-Girl-in-School;Coming-of-Age;Poverty;Life-in-a-Small-Town;Sex-Crimes;Dysfunctional-Family;Young-Child-Dealing-with-the-Death-of-a-Parent;Death-of-a-Spouse-or-Fiancee-Fiance;Addiction;Albino,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,United States,United-States,English,English,2000000,13129846,13129846,56592.0
13500,56172,Lawrence of Arabia,1962,83,100.0,248116,"Dec 16, 1962",1962/12/16,Lawrence of Arabia,Lawrence-of-Arabia,PG,PG-(US),210.0,,,Biography;World War I,Biography;World-War-I,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Adventure,Adventure,Live Action,Live-Action,Dramatization,Dramatization,Columbia Pictures;Horizon Pictures,Columbia-Pictures;Horizon-Pictures,United Kingdom;United States,United-Kingdom;United-States,Arabic;English;Turkish,Arabic;English;Turkish,15000000,37495385,69995385,56172.0
13501,55928,Dr. No,1962,73,78.0,136548,"May 8, 1963",1963/05/08,Dr. No,Dr-No,PG,PG-(US),109.0,James Bond,James-Bond,Secret Agent;Mad Scientist;Hitmen;Martial Arts,Secret-Agent;Mad-Scientist;Hitmen;Martial-Arts,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,,,United Artists,United-Artists,United Kingdom,United-Kingdom,English,English,1000000,16067035,59567035,55928.0
13502,56193,Lolita,1962,76,79.0,84737,"Jun 13, 1962",1962/06/13,Lolita,Lolita-(1962),Not Rated,Not-Rated-(US),152.0,,,"Same Actor, Multiple Roles;Film Noir",Same-Actor-Multiple-Roles;Film-Noir,,,Drama,Drama,Live Action,Live-Action,,,,,United Kingdom;United States,United-Kingdom;United-States,English,English,2000000,9250000,9250000,56193.0
13504,56217,The Man Who Shot Liberty Valance,1962,81,94.0,63764,"Apr 22, 1962",1962/04/22,The Man Who Shot Liberty Valance,Man-Who-Shot-Liberty-Valance-The,Not Rated,Not-Rated-(US),123.0,,,,,,,,,,,,,,,United States,United-States,English,English,3200000,8000000,8000000,56217.0
13505,56197,The Longest Day,1962,78,75.0,49774,"Oct 4, 1962",1962/10/04,The Longest Day,Longest-Day-The,G,G-(US),178.0,,,Historical Battles;World War II;Gratuitous Cameos;War,Historical-Battles;World-War-II;Gratuitous-Cameos;War,Based on Real Life Events,Based-on-Real-Life-Events,Action,Action,Live Action,Live-Action,Dramatization,Dramatization,,,United States,United-States,English;French;German,English;French;German,10000000,39100000,50100000,56197.0
13524,56264,Mutiny on the Bounty,1962,73,,13881,"Nov 8, 1962",1962/11/08,Mutiny on The Bounty,Mutiny-on-The-Bounty,Not Rated,Not-Rated-(US),178.0,,,,,,,,,,,,,,,United States,United-States,English,English,19000000,13680000,13680000,56264.0
13543,52646,The Brain That Wouldn't Die,1962,44,,5735,"Aug 10, 1962",1962/08/10,The Brain That Wouldn't Die,Brain-That-Wouldnt-Die-The,Not Rated,Not-Rated-(US),82.0,,,,,Original Screenplay,Original-Screenplay,Horror,Horror,Live Action,Live-Action,Science Fiction,Science-Fiction,,,United States,United-States,English,English,60000,0,0,52646.0
13668,56526,State Fair,1962,60,,973,"Mar 9, 1962",1962/03/09,State Fair,State-Fair-(1962),Not Rated,Not-Rated-(US),118.0,,,,,,,,,,,,,,,United States,United-States,English,English,4500000,3500000,3500000,56526.0
13999,57115,The Great Escape,1963,82,87.0,208654,"Aug 8, 1963",1963/08/08,The Great Escape,Great-Escape-The,Not Rated,Not-Rated-(US),172.0,,,World War II;War;Escape;Inspired by a True Story;Intertitle;Prison Break;Nazis;Ensemble;War Crimes,World-War-II;War;Escape;Inspired-by-a-True-Story;Intertitle;Prison-Break;Nazis;Ensemble;War-Crimes,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,United States,United-States,English;French;German;Russian,English;French;German;Russian,4000000,11744471,11972561,57115.0
14001,57076,From Russia with Love,1963,74,85.0,108009,"Apr 8, 1964",1964/04/08,From Russia With Love,From-Russia-With-Love,PG,PG-(US),115.0,James Bond,James-Bond,Secret Agent,Secret-Agent,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Eon Productions;United Artists,Eon-Productions;United-Artists,United Kingdom,United-Kingdom,English,English,2000000,24800000,78900000,57076.0
14006,57193,It's a Mad Mad Mad Mad World,1963,75,59.0,35369,"Nov 7, 1963",1963/11/07,It's a Mad Mad Mad Mad World,Its-a-Mad-Mad-Mad-Mad-World,Not Rated,Not-Rated-(US),205.0,,,Gratuitous Cameos,Gratuitous-Cameos,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,English,English,9400000,46300000,60000000,57193.0
14009,56937,Cleopatra,1963,70,60.0,27031,"Jun 12, 1963",1963/06/12,Cleopatra,Cleopatra,G,G-(US),248.0,,,,,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,,,United States,United-States,English,English,42000000,57000000,71000000,56937.0
14015,57163,Hud,1963,79,62.0,17849,"May 29, 1963",1963/05/29,Hud,Hud,Not Rated,Not-Rated-(US),112.0,,,,,,,,,,,,,,,United States,United-States,English,English,2500000,10000000,10000000,57163.0
14021,57590,Tom Jones,1963,65,77.0,10664,"Oct 7, 1963",1963/10/07,Tom Jones,Tom-Jones,Not Rated,Not-Rated-(US),128.0,,,,,,,,,,,,,,,United Kingdom,United-Kingdom,English,English,1000000,37600000,37600000,57590.0
14027,57007,Donovan's Reef,1963,69,,7272,"Jun 12, 1963",1963/06/12,Donovan's Reef,Donovans-Reef,Not Rated,Not-Rated-(US),109.0,,,,,,,,,,,,,,,United States,United-States,English,English,2686000,6600000,6600000,57007.0
14037,56800,55 Days at Peking,1963,67,,5569,"May 29, 1963",1963/05/29,55 Days at Peking,55-Days-at-Peking,Not Rated,Not-Rated-(US),153.0,,,,,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,,,,,United States,United-States,English,English,17000000,10000000,10000000,56800.0
14499,57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,84,97.0,422531,"Jan 29, 1964",1964/01/29,Dr. Strangelove,Dr-Strangelove,PG,PG-(US),95.0,,,"Same Actor, Multiple Roles",Same-Actor-Multiple-Roles,,,Comedy,Comedy,,,,,,,United Kingdom;United States,United-Kingdom;United-States,English;Russian,English;Russian,1800000,9164370,9233730,57012.0
14500,58461,A Fistful of Dollars,1964,80,65.0,181804,"Jan 18, 1967",1967/01/18,Per un pugno di dollari,Per-un-pugno-di-dollari,R,R-(US),99.0,Dollar Trilogy,Dollar-Trilogy,,,Remake,Remake,Western,Western,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,Germany;Italy;Spain,Germany;Italy;Spain,Italian;Spanish,Italian;Spanish,200000,3500000,3527522,58461.0
14501,58150,Goldfinger,1964,77,87.0,161034,"Dec 22, 1964",1964/12/22,Goldfinger,Goldfinger,PG,PG-(US),110.0,James Bond,James-Bond,Visual Effects;Secret Agent,Visual-Effects;Secret-Agent,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Eon Productions;United Artists,Eon-Productions;United-Artists,United Kingdom,United-Kingdom,English,English,3000000,51100000,124900000,58150.0
14502,58331,Mary Poppins,1964,78,88.0,146452,"Aug 26, 1964",1964/08/26,Mary Poppins,Mary-Poppins,G,G-(US),139.0,Mary Poppins,Mary-Poppins,"Same Actor, Multiple Roles;Secret Magic;Breaking the Fourth Wall;Old Age Makeup;Dysfunctional Family;Fired",Same-Actor-Multiple-Roles;Secret-Magic;Breaking-the-Fourth-Wall;Old-Age-Makeup;Dysfunctional-Family;Fired,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Musical,Musical,Animation/Live Action,Animation-and-Live-Action,Kids Fiction,Kids-Fiction,,,United States,United-States,English,English,6000000,102272145,102275664,58331.0
14503,58385,My Fair Lady,1964,78,95.0,80995,"Oct 22, 1964",1964/10/22,My Fair Lady,My-Fair-Lady-(1964),G,G-(US),170.0,,,,,Based on Musical or Opera,Based-on-Musical-or-Opera,Musical,Musical,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Warner Bros.,Warner-Bros,United States,United-States,English,English,17000000,72000000,72071636,58385.0
14505,58182,A Hard Day's Night,1964,76,96.0,37511,"Aug 11, 1964",1964/08/11,A Hard Day's Night,Hard-Days-Night-A,G,G-(US),87.0,,,Rock 'n' Roll;1960s,Rock-n-Roll;1960s,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Janus Films,Janus-Films,United States,United-States,English,English,560000,1537860,1626784,58182.0
14518,59825,The Train,1964,78,,12906,"Mar 7, 1965",1965/03/07,The Train,Train-The,Not Rated,Not-Rated-(US),133.0,,,,,,,Thriller/Suspense,Thriller-or-Suspense,,,,,,,France;Italy;United States,France;Italy;United-States,English;German,English;German,5800000,6800000,6800000,59825.0
14535,58085,The Fall of the Roman Empire,1964,67,,7584,"Jan 1, 1964",1964/01/01,The Fall of the Roman Empire,Fall-of-the-Roman-Empire-The,Not Rated,Not-Rated-(US),188.0,,,,,,,Drama,Drama,,,,,,,United States,United-States,English,English,19000000,4750000,4750000,58085.0
14999,59578,For a Few Dollars More,1965,83,74.0,212249,"May 10, 1967",1967/05/10,Per qualche dollaro in pi,Per-qualche-dollaro-in-piu,R,R-(US),132.0,Dollar Trilogy,Dollar-Trilogy,,,Original Screenplay,Original-Screenplay,Western,Western,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,Germany;Italy;Spain,Germany;Italy;Spain,English;Italian,English;Italian,600000,4300000,4300000,59578.0
15000,59742,The Sound of Music,1965,80,63.0,186273,"Jan 1, 1965",1965/01/01,The Sound of Music,Sound-of-Music-The,G,G-(US),174.0,,,Widow/Widower,Widow-Widower,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Musical,Musical,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,United States,United-States,English,English,8200000,163214286,286214286,59742.0
15001,59800,Thunderball,1965,70,64.0,97145,"Dec 29, 1965",1965/12/29,Thunderball,Thunderball,PG,PG-(US),130.0,James Bond,James-Bond,Secret Agent;Underwater,Secret-Agent;Underwater,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Action,Action,Live Action,Live-Action,,,Eon Productions;United Artists,Eon-Productions;United-Artists,United Kingdom,United-Kingdom,English,English,9000000,63600000,141200000,59800.0
15002,59113,Doctor Zhivago,1965,80,69.0,65393,"Dec 22, 1965",1965/12/22,Doctor Zhivago,Doctor-Zhivago,PG-13,PG-13-(US),197.0,,,World War I,World-War-I,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Metro-Goldwyn-Mayer Pictures;Carlo Ponti Production,Metro-Goldwyn-Mayer-Pictures;Carlo-Ponti-Production,Italy;United Kingdom,Italy;United-Kingdom,English;Russian,English;Russian,11000000,111897830,112036323,59113.0
15005,59592,Pierrot le Fou,1965,76,,25801,"Nov 5, 1965",1965/11/05,Pierrot le fou,Pierrot-Le-Fou-(France)(1965),Not Rated,Not-Rated-(US),110.0,,,Paris;Dysfunctional Family;Relationships Gone Wrong;Fugitive / On the Run;Terrorism;Crime Thriller;Bonnie and Clyde romance;France;Tortured for Information,Paris;Dysfunctional-Family;Relationships-Gone-Wrong;Fugitive;Terrorism;Crime-Thriller;Bonnie-and-Clyde-romance;France;Tortured-for-Information,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Les Productions Georges de Beauregard,Les-Productions-Georges-de-Beauregard,France;Italy,France;Italy,English;French;Italian,English;French;Italian,300000,70807,71380,59592.0
15028,59245,The Greatest Story Ever Told,1965,66,,8085,"Feb 15, 1965",1965/02/15,The Greatest Story Ever Told,Greatest-Story-Ever-Told-The,G,G-(US),260.0,,,Religious,Religious,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,,,,,United States,United-States,English,English,20000000,15473333,15473333,59245.0
15039,59418,Major Dundee,1965,67,62.0,6556,"Apr 7, 1965",1965/04/07,Major Dundee,Major-Dundee,PG-13,PG-13-(US),123.0,,,,,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Western,Western,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,Mexico;United States,Mexico;United-States,English,English,3800000,14873,14873,59418.0
15499,60196,"The Good, the Bad and the Ugly",1966,88,90.0,638340,"Dec 29, 1967",1967/12/29,"Il buono, il brutto, il cattivo",Buono-il-brutto-il-cattivo-Il,Not Rated,Not-Rated-(US),177.0,Dollar Trilogy,Dollar-Trilogy,Spaghetti Western,Spaghetti-Western,Original Screenplay,Original-Screenplay,Western,Western,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,Germany;Italy;Spain,Germany;Italy;Spain,English;Italian;Spanish,English;Italian;Spanish,1200000,6100000,6100000,60196.0
15509,60665,A Man for All Seasons,1966,77,72.0,28715,"Dec 12, 1966",1966/12/12,A Man for All Seasons,Man-for-All-Seasons-A,G,G-(US),120.0,,,Religious,Religious,Based on Play,Based-on-Play,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,Columbia Pictures,Columbia-Pictures,United Kingdom,United-Kingdom,English,English,3900000,28350000,28350000,60665.0
