Index,Release Date,Title,Production Budget,Domestic Gross,Worldwide Gross,MPAA Rating,Running Time,Source,Genre,Production Method,Creative Type
2372,6/2/1995,The Bridges of Madison County,22000000,71516617,175516617,PG-13,135,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2373,2/28/2014,Son of God,22000000,59700064,70949793,PG-13,138,Based on Religious Text,Drama,Live Action,Dramatization
2374,6/1/2001,The Animal,22000000,55762229,55762229,PG-13,88,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2375,8/8/2014,The Hundred-Foot Journey,22000000,54235441,94270488,PG,122,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction
2376,12/8/1982,Gandhi,22000000,52767889,127767889,PG,191,Based on Real Life Events,Drama,Live Action,Dramatization
2377,9/19/2003,Underworld,22000000,51970690,95708457,R,121,Original Screenplay,Action,Live Action,Contemporary Fiction
2378,7/28/1995,The Net,22000000,50621733,110521733,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction
2379,8/3/2012,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,PG,94,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction
2380,12/28/2001,I Am Sam,22000000,40270895,92542418,PG-13,134,Original Screenplay,Drama,Live Action,Contemporary Fiction
2381,11/11/2005,Derailed,22000000,36020063,57520063,R,,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
2382,9/18/2009,The Informant!,22000000,33316821,41771168,R,108,Based on Factual Book/Article,Thriller/Suspense,Live Action,Contemporary Fiction
2383,11/22/2013,Delivery Man,22000000,30659817,70536870,PG-13,105,Remake,Comedy,Live Action,Contemporary Fiction
2384,2/5/2016,"Hail, Caesar!",22000000,30080225,64160680,PG-13,100,Original Screenplay,Comedy,Live Action,Historical Fiction
2385,8/24/2001,Jay and Silent Bob Strike Back,22000000,30059386,33762400,R,104,Spin-Off,Comedy,Live Action,Contemporary Fiction
2386,12/29/1993,Shadowlands,22000000,25842377,25842377,R,,Based on Play,Drama,Live Action,Dramatization
2387,8/27/2008,Traitor,22000000,23530831,27882226,PG-13,114,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2388,8/12/2005,Deuce Bigalow: European Gigolo,22000000,22400154,45273464,R,83,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2389,5/19/2017,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35608734,PG,91,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction
2390,1/18/2008,Mad Money,22000000,20668843,25044057,PG-13,104,Remake,Comedy,Live Action,Contemporary Fiction
2391,11/27/2013,Homefront,22000000,20158492,51695362,R,100,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
2392,9/19/2008,Igor,22000000,19528602,31013349,PG,88,Original Screenplay,Adventure,Digital Animation,Kids Fiction
2393,2/9/2001,Saving Silverman,22000000,19351569,25873142,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2394,7/2/1999,Summer of Sam,22000000,19288130,19288130,R,142,Based on Real Life Events,Drama,Live Action,Historical Fiction
2395,9/14/2001,The Glass House,22000000,17951431,22861785,PG-13,120,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2396,9/4/2015,The Transporter Refueled,22000000,16029670,69698495,PG-13,96,Original Screenplay,Action,Live Action,Contemporary Fiction
2397,6/13/1980,The Island,22000000,15716828,15716828,PG-13,,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction
2398,4/11/2001,Josie and the Pussycats,22000000,14252830,14252830,PG-13,,Based on TV,Comedy,Live Action,Contemporary Fiction
2399,8/22/2012,Hit & Run,22000000,13749300,17216955,R,95,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2400,10/27/2000,The Little Vampire,22000000,13555988,13555988,PG,95,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction
2401,10/1/2004,I Heart Huckabees,22000000,12784713,20034713,R,105,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2402,11/17/2017,"Roman J. Israel, Esq.",22000000,11962712,12967012,PG-13,129,Original Screenplay,Drama,Live Action,Contemporary Fiction
2403,12/4/2013,Out of the Furnace,22000000,11330849,15434375,R,115,Original Screenplay,Drama,Live Action,Contemporary Fiction
2404,11/5/1993,RoboCop 3,22000000,10696210,10696210,PG-13,,Original Screenplay,Action,Live Action,Science Fiction
2405,8/27/1999,Dudley Do-Right,22000000,9818792,9818792,PG,77,Based on TV,Adventure,Live Action,Kids Fiction
2406,12/8/2017,Just Getting Started,22000000,6069605,6756452,PG-13,90,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2407,9/21/2001,Megiddo: Omega Code 2,22000000,6047691,6047691,PG-13,,Based on Religious Text,Action,Live Action,Fantasy
2408,1/1/1970,Darling Lili,22000000,5000000,5000000,,107,,Drama,Live Action,
2409,11/23/2005,The Libertine,22000000,4835065,9448623,R,114,Based on Play,Drama,Live Action,Historical Fiction
2410,4/6/2007,Zwartboek,22000000,4398532,27238354,R,145,Based on Real Life Events,Thriller/Suspense,Live Action,Historical Fiction
2411,10/31/2014,Before I Go to Sleep,22000000,3242457,19563579,R,92,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
2412,10/8/2010,Stone,22000000,1810078,4065020,R,105,Original Screenplay,Drama,Live Action,Contemporary Fiction
2413,3/3/2006,Joyeux Nol,22000000,1054361,23134075,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization
2414,12/31/2013,Metegol,22000000,0,34061097,PG,85,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
2415,6/24/1977,Sorcerer,21600000,12000000,12005968,PG,121,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction
2416,7/27/2007,Molire,21600000,635733,791154,PG-13,,,Comedy,Live Action,Dramatization
2417,10/5/2007,Michael Clayton,21500000,49033882,92987651,R,120,Original Screenplay,Drama,Live Action,Contemporary Fiction
2418,7/9/1999,Arlington Road,21500000,24419219,24419219,R,119,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2419,12/20/1996,My Fellow Americans,21500000,22331846,22331846,PG-13,102,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2420,6/22/2012,To Rome with Love,21500000,16684352,74326015,R,112,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2421,11/16/2012,Silver Linings Playbook,21000000,132092958,236412453,R,122,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2422,4/6/2018,Blockers,21000000,60311495,94045328,R,102,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2423,6/30/1999,"South Park: Bigger, Longer & Uncut",21000000,52037603,52037603,R,81,Based on TV,Comedy,Live Action,Contemporary Fiction
2424,6/18/1982,Firefox,21000000,45785720,45785720,PG,136,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
2425,4/16/2010,Death at a Funeral,21000000,42739347,48977233,R,92,Remake,Comedy,Live Action,Contemporary Fiction
2426,3/19/1993,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609,PG,,Based on Comic/Graphic Novel,Adventure,Live Action,Fantasy
2427,9/14/2001,Hardball,21000000,40222729,43728560,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2428,11/5/2010,For Colored Girls,21000000,37729698,38017873,R,134,Based on Play,Drama,Live Action,Contemporary Fiction
2429,1/5/2007,Freedom Writers,21000000,36605602,43632609,PG-13,122,Based on Fiction Book/Short Story,Drama,Live Action,Dramatization
2430,8/4/2017,Kidnap,21000000,30718107,34836080,R,82,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2431,10/11/2002,The Transporter,21000000,25296447,43928932,PG-13,92,Original Screenplay,Action,Live Action,Contemporary Fiction
2432,3/14/2008,Never Back Down,21000000,24850922,39319801,PG-13,113,Original Screenplay,Action,Live Action,Contemporary Fiction
2433,12/9/2011,Tinker Tailor Soldier Spy,21000000,24149393,81452811,R,128,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction
2434,11/5/1999,The Bachelor,21000000,21731001,36882378,PG-13,101,Remake,Romantic Comedy,Live Action,Contemporary Fiction
2435,3/12/1999,The Rage: Carrie 2,21000000,17760244,17760244,R,,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction
2436,8/1/2008,Swing Vote,21000000,16289867,17589867,PG-13,120,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2437,6/5/2009,Away We Go,21000000,9451946,10108016,R,98,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2438,9/27/2002,Moonlight Mile,21000000,6830957,6830957,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction
2439,5/6/2011,The Beaver,21000000,970816,5046038,PG-13,91,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2440,2/24/2017,Bitter Harvest,21000000,557241,606162,R,103,Original Screenplay,Drama,Live Action,Historical Fiction
2441,10/22/1999,Molly,21000000,17396,17396,PG-13,,,,,
2442,2/1/2019,Velvet Buzzsaw,21000000,0,0,R,109,Original Screenplay,Horror,Live Action,Contemporary Fiction
2443,4/23/1999,eXistenZ,20700000,2840417,2840417,R,97,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction
2444,7/23/1982,The Best Little Whorehouse in Texas,20500000,69701637,69701637,R,,Based on Musical or Opera,Comedy,Live Action,Contemporary Fiction
2445,8/11/2006,Pulse,20500000,20264436,30241435,R,,Remake,Horror,Live Action,Contemporary Fiction
2446,11/13/1991,Beauty and the Beast,20000000,376057266,608431132,G,85,Based on Fiction Book/Short Story,Musical,Hand Animation,Fantasy
2447,6/12/1981,Raiders of the Lost Ark,20000000,225686079,367452079,PG,115,Original Screenplay,Adventure,Live Action,Historical Fiction
2448,11/20/1992,Home Alone 2: Lost in New York,20000000,173585516,358994850,PG,120,Original Screenplay,Adventure,Live Action,Contemporary Fiction
2449,11/16/1977,Close Encounters of the Third Kind,20000000,169100479,340800479,PG,134,Original Screenplay,Adventure,Live Action,Science Fiction
2450,5/20/1987,Beverly Hills Cop II,20000000,153665036,276665036,R,102,Original Screenplay,Action,Live Action,Contemporary Fiction
2451,12/9/2016,La La Land,20000000,151101803,426753967,PG-13,128,Original Screenplay,Musical,Live Action,Contemporary Fiction
2452,7/19/2013,The Conjuring,20000000,137400141,318000141,R,111,Original Screenplay,Horror,Live Action,Fantasy
2453,3/7/2003,Bringing Down the House,20000000,132675402,164675402,PG-13,105,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2454,11/17/2017,Wonder,20000000,132422809,304604581,PG,113,Based on Factual Book/Article,Drama,Live Action,Dramatization
2455,2/14/1991,The Silence of the Lambs,20000000,130726716,275726716,R,118,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
2456,2/14/1992,Wayne's World,20000000,121697323,183097323,PG-13,95,Based on TV,Comedy,Live Action,Contemporary Fiction
2457,10/15/2010,Jackass 3D,20000000,117229692,171685793,R,93,Based on TV,Comedy,Live Action,Factual
2458,7/29/2016,Bad Moms,20000000,113257297,180998746,R,101,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2459,6/16/1978,Jaws 2,20000000,102922376,208900376,PG,116,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction
2460,10/3/2008,Beverly Hills Chihuahua,20000000,94514402,154218168,PG,91,Original Screenplay,Adventure,Live Action,Fantasy
2461,7/2/2014,Tammy,20000000,84525432,96407655,R,96,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2462,1/21/2005,Are We There Yet?,20000000,82674398,98114471,PG,,Original Screenplay,Romantic Comedy,Live Action,Kids Fiction
2463,11/16/2011,The Descendants,20000000,82624961,175507800,R,110,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2464,10/3/2003,School of Rock,20000000,81261177,131944672,PG-13,110,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2465,4/13/2007,Disturbia,20000000,80818974,118537627,PG-13,97,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2466,7/16/1993,Free Willy,20000000,77698625,153698625,PG,112,Original Screenplay,Adventure,Live Action,Contemporary Fiction
2467,1/18/2019,Glass,20000000,74735600,163835600,PG-13,128,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2468,10/21/2016,Tyler Perrys Boo! A Madea Halloween,20000000,73206343,73206343,PG-13,103,Based on Play,Comedy,Live Action,Contemporary Fiction
2469,8/18/1995,Mortal Kombat,20000000,70433227,122133227,PG-13,,Based on Game,Action,Live Action,Fantasy
2470,6/23/2004,White Chicks,20000000,69148997,111448997,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2471,4/24/2009,Obsessed,20000000,68261644,73964713,PG-13,108,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2472,4/18/2003,Holes,20000000,67383924,71232214,PG,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2473,6/29/2012,Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887,PG-13,114,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2474,3/31/2010,The Last Song,20000000,62950384,92678948,PG,107,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2475,4/2/2010,Why Did I Get Married Too?,20000000,60095852,60831067,PG-13,121,Based on Play,Drama,Live Action,Contemporary Fiction
2476,10/23/1998,La vita  bella,20000000,57598247,229385361,PG-13,116,Original Screenplay,Drama,Live Action,Historical Fiction
2477,10/18/2013,12 Years a Slave,20000000,56671993,181025343,R,133,Based on Factual Book/Article,Drama,Live Action,Historical Fiction
2478,12/13/2002,Drumline,20000000,56398162,56398162,PG-13,118,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2479,6/3/2016,Me Before You,20000000,56245075,208266012,PG-13,110,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2480,4/15/2016,Barbershop: The Next Cut,20000000,54030051,54404202,PG-13,112,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2481,12/7/1990,Edward Scissorhands,20000000,53976987,53976987,PG-13,107,Original Screenplay,Comedy,Live Action,Fantasy
2482,9/14/2018,A Simple Favor,20000000,53548586,97166925,R,116,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
2483,1/9/2015,Selma,20000000,52076908,66776576,PG-13,123,Based on Real Life Events,Drama,Live Action,Dramatization
2484,12/12/1980,Popeye,20000000,49823037,49823037,PG,,Based on Comic/Graphic Novel,,,
2485,2/17/2006,Date Movie,20000000,48548426,85146165,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2486,2/15/2002,Peter Pan: Return to Neverland,20000000,48430258,109862682,G,72,Based on Play,Adventure,Hand Animation,Kids Fiction
2487,2/14/2003,The Jungle Book 2,20000000,47901582,140122225,G,,Based on Fiction Book/Short Story,Adventure,Hand Animation,Historical Fiction
2488,3/16/2007,Premonition,20000000,47852604,81461343,PG-13,97,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2489,10/20/2017,Tyler Perrys Boo 2! A Madea Halloween,20000000,47319572,47879572,PG-13,100,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2490,2/4/2005,Boogeyman,20000000,46752382,67192859,PG-13,,Original Screenplay,Horror,Live Action,Contemporary Fiction
2491,2/11/2000,The Tigger Movie,20000000,45542421,96147688,G,77,Spin-Off,Adventure,Hand Animation,Kids Fiction
2492,11/6/2015,Spotlight,20000000,45055776,92088460,R,128,Based on Real Life Events,Drama,Live Action,Dramatization
2493,3/30/2018,Acrimony,20000000,43549096,46627836,R,120,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2494,6/26/2015,Max,20000000,42656255,43658157,PG,111,Original Screenplay,Adventure,Live Action,Contemporary Fiction
2495,3/21/2008,Meet the Browns,20000000,41975388,41975388,PG-13,110,Based on Play,Comedy,Live Action,Contemporary Fiction
2496,7/24/2009,Orphan,20000000,41596251,78769428,R,123,Original Screenplay,Drama,Live Action,Contemporary Fiction
2497,11/17/2017,The Star,20000000,40847995,62758010,PG,86,Based on Religious Text,Adventure,Digital Animation,Kids Fiction
2498,1/26/2007,Epic Movie,20000000,39739367,86858578,PG-13,86,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2499,9/19/2008,Lakeview Terrace,20000000,39263506,44821299,PG-13,111,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2500,10/13/2006,The Grudge 2,20000000,39143839,70743839,PG-13,,Remake,Horror,Live Action,Contemporary Fiction
2501,7/27/2016,Nerve,20000000,38583626,70650705,PG-13,96,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
2502,5/14/1982,Conan the Barbarian,20000000,38264085,79114085,,129,Based on Fiction Book/Short Story,Action,Live Action,Fantasy
2503,8/14/1998,How Stella Got Her Groove Back,20000000,37672944,37672944,R,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2504,7/19/1991,Bill & Ted's Bogus Journey,20000000,37537675,37537675,PG,93,Original Screenplay,Adventure,Live Action,Fantasy
2505,10/13/2006,Man of the Year,20000000,37442180,41342180,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2506,2/19/2016,Risen,20000000,36880033,46255763,PG-13,107,Based on Religious Text,Drama,Live Action,Historical Fiction
2507,8/18/2010,Vampires Suck,20000000,36661504,81424988,PG-13,82,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2508,12/21/1979,The Black Hole,20000000,35841901,35841901,,,Original Screenplay,,,Science Fiction
2509,9/1/2010,The American,20000000,35606376,67950723,R,103,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2510,3/21/1997,Selena,20000000,35450113,35450113,PG,,Based on Real Life Events,Drama,Live Action,Dramatization
2511,11/4/2011,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,R,89,Original Screenplay,Comedy,Live Action,Fantasy
