Index,Release Date,Title,Production Budget,Domestic Gross,Worldwide Gross,MPAA Rating,Running Time,Source,Genre,Production Method,Creative Type
2149,4/13/2001,Bridget Jones's Diary,25000000,71500556,281527158,R,,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction
2150,12/15/2000,Chocolat,25000000,71309760,152500343,PG-13,121,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2151,1/21/2011,No Strings Attached,25000000,70662220,149228078,R,106,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2152,1/13/2012,Contraband,25000000,66528000,98406855,R,109,Remake,Action,Live Action,Contemporary Fiction
2153,1/27/2017,A Dogs Purpose,25000000,64321890,203671625,PG,100,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2154,4/20/2012,The Lucky One,25000000,60457138,96633833,PG-13,81,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2155,12/25/1993,Tombstone,25000000,56505065,56505065,R,130,Based on Real Life Events,Western,Live Action,Dramatization
2156,3/22/2000,Romeo Must Die,25000000,55973336,91036760,R,,Original Screenplay,Action,Live Action,Contemporary Fiction
2157,6/6/2006,The Omen,25000000,54607383,119295584,R,,Remake,Horror,Live Action,Contemporary Fiction
2158,2/10/2006,Final Destination 3,25000000,54098051,112798051,R,,Original Screenplay,Horror,Live Action,Fantasy
2159,4/22/2011,Madea's Big Happy Family,25000000,53345287,54160818,PG-13,106,Based on Play,Drama,Live Action,Contemporary Fiction
2160,12/13/2013,Tyler Perry's A Madea Christmas,25000000,52543354,52543354,PG-13,100,Based on Play,Comedy,Live Action,Contemporary Fiction
2161,11/12/2004,Finding Neverland,25000000,51676606,115036108,PG,,Based on Play,Drama,Live Action,Historical Fiction
2162,1/27/2012,The Grey,25000000,51580136,81249176,R,117,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2163,1/28/2005,Hide and Seek,25000000,51100486,123696741,R,100,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2164,5/23/1986,Cobra,25000000,49042224,49042224,R,87,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
2165,8/22/2008,The House Bunny,25000000,48237389,71390601,PG-13,97,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2166,3/14/2003,Agent Cody Banks,25000000,47545060,58240458,PG,102,Original Screenplay,Adventure,Live Action,Kids Fiction
2167,1/27/2006,Nanny McPhee,25000000,47279279,128745578,PG,99,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy
2168,9/19/1990,Goodfellas,25000000,46743809,46777347,R,146,Based on Fiction Book/Short Story,Drama,Live Action,Dramatization
2169,8/15/2014,The Giver,25000000,45090374,55090374,PG-13,97,Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction
2170,12/9/1983,Scarface,25000000,44942821,44942821,Not Rated,,Remake,Drama,Live Action,Historical Fiction
2171,7/18/1997,Nothing To Lose,25000000,44480039,64594061,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2172,11/20/1987,The Last Emperor,25000000,43984987,44005073,PG-13,219,Based on Fiction Book/Short Story,Drama,Live Action,Dramatization
2173,11/20/2015,The Night Before,25000000,43035725,52427346,R,101,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2174,10/15/1993,The Beverly Hillbillies,25000000,42222647,55598481,PG,92,Based on TV,Comedy,Live Action,Contemporary Fiction
2175,12/27/2002,The Hours,25000000,41675994,97030468,PG-13,110,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2176,8/22/1997,Money Talks,25000000,41076865,41076865,R,97,Original Screenplay,Action,Live Action,Contemporary Fiction
2177,12/26/2007,There Will Be Blood,25000000,40222514,77208711,R,158,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2178,12/20/2002,The Wild Thornberrys Movie,25000000,40108697,60694737,PG,85,Based on TV,Adventure,Hand Animation,Kids Fiction
2179,6/13/2003,Rugrats Go Wild,25000000,39402572,55443032,PG,,Based on TV,Adventure,Hand Animation,Kids Fiction
2180,6/1/2005,The Sisterhood of the Traveling Pants,25000000,39053061,41560117,PG,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2181,5/31/2002,Undercover Brother,25000000,38230435,40796145,PG-13,88,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2182,12/25/2013,August: Osage County,25000000,37738810,50738810,R,119,Based on Play,Black Comedy,Live Action,Contemporary Fiction
2183,7/6/2001,Kiss of the Dragon,25000000,36833473,36833473,R,,Original Screenplay,Action,Live Action,Contemporary Fiction
2184,5/16/2014,Million Dollar Arm,25000000,36447959,39217912,PG,123,Original Screenplay,Drama,Live Action,Contemporary Fiction
2185,1/1/2004,Beauty Shop,25000000,36351350,38351350,PG-13,105,Spin-Off,Comedy,Live Action,Contemporary Fiction
2186,4/4/2003,What a Girl Wants,25000000,35990505,35990505,PG,105,Remake,Comedy,Live Action,Contemporary Fiction
2187,8/29/2003,Jeepers Creepers II,25000000,35623801,119923801,R,,Original Screenplay,Horror,Live Action,Fantasy
2188,9/7/2018,Peppermint,25000000,35418723,51816919,R,102,Original Screenplay,Action,Live Action,Contemporary Fiction
2189,9/21/2007,Good Luck Chuck,25000000,35017297,59183821,R,95,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2190,2/28/2003,Cradle 2 the Grave,25000000,34657731,56434942,R,99,Original Screenplay,Action,Live Action,Contemporary Fiction
2191,3/17/2006,She's the Man,25000000,33889159,55279608,PG-13,105,Based on Play,Romantic Comedy,Live Action,Contemporary Fiction
2192,12/10/2014,The Gambler,25000000,33680992,38718031,R,111,Remake,Drama,Live Action,Contemporary Fiction
2193,8/24/2007,Mr. Beans Holiday,25000000,33302167,234981342,G,90,Based on TV,Adventure,Live Action,Contemporary Fiction
2194,4/29/2016,Mothers Day,25000000,32492859,52367022,PG-13,118,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2195,10/16/1998,Bride of Chucky,25000000,32404188,50692188,R,,Original Screenplay,Horror,Live Action,Fantasy
2196,2/17/2017,Fist Fight,25000000,32187017,40287017,R,91,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2197,11/21/2007,August Rush,25000000,31664162,65882103,PG,114,Based on Real Life Events,Drama,Live Action,Fantasy
2198,8/27/2004,Anacondas: The Hunt for the Blood Orchid,25000000,31526393,70326393,PG-13,,Original Screenplay,Horror,Live Action,Contemporary Fiction
2199,12/9/2011,The Sitter,25000000,30542576,38749404,R,81,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2200,11/6/1998,Elizabeth,25000000,30082699,82150642,R,123,Based on Real Life Events,Drama,Live Action,Dramatization
2201,9/23/1970,"Tora, Tora, Tora",25000000,29548291,29548291,,,,,,
2202,1/23/1998,Spice World,25000000,29342592,56042592,PG,93,Based on Musical Group,Comedy,Live Action,Contemporary Fiction
2203,4/11/2014,Draft Day,25000000,28842237,29847480,PG-13,109,Original Screenplay,Drama,Live Action,Contemporary Fiction
2204,9/23/1994,The Shawshank Redemption,25000000,28241469,28307092,R,143,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2205,2/3/2017,Rings,25000000,27793018,82917283,PG-13,102,Original Screenplay,Horror,Live Action,Contemporary Fiction
2206,5/22/2009,Dance Flick,25000000,25794018,32224624,PG-13,84,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2207,4/20/2001,Crocodile Dundee in Los Angeles,25000000,25590119,39393111,PG,88,Original Screenplay,Adventure,Live Action,Contemporary Fiction
2208,7/26/1996,Kingpin,25000000,25023424,32223424,R,113,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2209,3/18/2005,Ice Princess,25000000,24381334,25732334,G,98,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2210,8/26/2011,Don't Be Afraid of the Dark,25000000,24046682,39126427,R,100,Remake,Horror,Live Action,Contemporary Fiction
2211,4/23/2010,The Losers,25000000,23591432,29863840,PG-13,97,Based on Comic/Graphic Novel,Action,Live Action,Contemporary Fiction
2212,4/24/2009,Fighting,25000000,23091010,32831707,PG-13,84,Original Screenplay,Action,Live Action,Contemporary Fiction
2213,8/24/2007,War,25000000,22486409,40686409,R,103,Original Screenplay,Action,Live Action,Contemporary Fiction
2214,4/7/1995,Don Juan DeMarco,25000000,22032635,22032635,PG-13,92,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2215,4/22/2005,A Lot Like Love,25000000,21835784,41921590,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2216,5/1/1998,He Got Game,25000000,21567853,22411948,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
2217,2/11/2011,The Eagle,25000000,19490041,38993548,PG-13,114,Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction
2218,8/5/2015,Shaun the Sheep,25000000,19375982,101927062,PG,86,Spin-Off,Adventure,Stop-Motion Animation,Kids Fiction
2219,9/2/2011,Shark Night 3D,25000000,18877153,18877153,PG-13,85,Original Screenplay,Horror,Live Action,Contemporary Fiction
2220,3/24/2017,CHiPS,25000000,18600152,23190697,R,100,Based on TV,Action,Live Action,Contemporary Fiction
2221,10/11/2002,Punch-Drunk Love,25000000,17791031,24591031,R,97,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2222,2/20/2004,Eurotrip,25000000,17718223,20718223,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2223,12/22/2017,Father Figures,25000000,17501244,21038826,R,113,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2224,4/4/2008,The Ruins,25000000,17432844,22910563,R,90,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction
2225,10/25/2013,The Counselor,25000000,16973715,71009334,R,111,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2226,12/8/2006,Unaccompanied Minors,25000000,16655224,21970831,PG,87,Original Screenplay,Adventure,Live Action,Contemporary Fiction
2227,4/1/1988,"Bright Lights, Big City",25000000,16118077,16118077,R,108,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2228,11/15/2002,Half Past Dead,25000000,15567860,19233280,PG-13,,Original Screenplay,Action,Live Action,Contemporary Fiction
2229,4/18/1986,Legend,25000000,15502112,23506237,PG,89,Original Screenplay,Adventure,Live Action,Fantasy
2230,7/26/1996,The Adventures of Pinocchio,25000000,15382170,36682170,G,96,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
2231,9/30/2005,The Greatest Game Ever Played,25000000,15331289,15468266,PG,,Based on Fiction Book/Short Story,Drama,Live Action,Dramatization
2232,11/6/2009,The Box,25000000,15051977,26341896,PG-13,115,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Fantasy
2233,3/3/2000,The Next Best Thing,25000000,14983572,24355762,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction
2234,10/8/2010,My Soul to Take,25000000,14744435,16727470,R,107,Original Screenplay,Horror,Live Action,Contemporary Fiction
2235,4/9/2004,The Girl Next Door,25000000,14589444,31635150,R,108,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2236,8/15/2008,Fly Me To the Moon,25000000,14543943,43530281,G,84,Original Screenplay,Adventure,Digital Animation,Kids Fiction
2237,9/13/1996,Maximum Risk,25000000,14102929,51702929,R,,Original Screenplay,Action,Live Action,Contemporary Fiction
2238,9/13/2002,Stealing Harvard,25000000,13973532,13973532,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2239,8/3/2007,Hot Rod,25000000,13938332,14334401,PG-13,88,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2240,9/9/2011,Warrior,25000000,13657115,24215385,PG-13,139,Original Screenplay,Drama,Live Action,Contemporary Fiction
2241,12/24/1999,Angela's Ashes,25000000,13038660,13038660,R,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2242,9/22/2017,Battle of the Sexes,25000000,12638526,18445379,PG-13,121,Based on Real Life Events,Drama,Live Action,Dramatization
2243,12/21/2012,Cirque du Soleil: Worlds Away,25000000,12512862,28012862,PG,91,Original Screenplay,Drama,Live Action,Fantasy
2244,11/13/2015,The 33,25000000,12227722,28400715,PG-13,120,Based on Factual Book/Article,Drama,Live Action,Dramatization
2245,6/21/1985,Lifeforce,25000000,11603545,11603545,R,,Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction
2246,4/15/2011,The Conspirator,25000000,11538204,15907411,PG-13,122,Based on Real Life Events,Drama,Live Action,Dramatization
2247,7/3/2002,The Powerpuff Girls,25000000,11411644,16425701,PG,,Based on TV,Adventure,Hand Animation,Super Hero
2248,6/3/2005,The Lords of Dogtown,25000000,11273517,13424365,PG-13,,Original Screenplay,Action,Live Action,Dramatization
2249,7/1/1986,Big Trouble in Little China,25000000,11100000,11100000,,,Original Screenplay,Action,Live Action,Fantasy
2250,10/11/1996,Michael Collins,25000000,11092559,27572844,R,,Based on Real Life Events,Drama,Live Action,Dramatization
2251,3/28/2008,Stop-Loss,25000000,10915744,11229035,R,113,Based on Real Life Events,Drama,Live Action,Dramatization
2252,10/8/1993,Gettysburg,25000000,10731997,10731997,PG,,,Drama,Live Action,
2253,10/18/2002,Abandon,25000000,10719367,12219367,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2254,9/16/2011,Straw Dogs,25000000,10324441,11253821,R,110,Remake,Thriller/Suspense,Live Action,Contemporary Fiction
2255,8/13/1999,Brokedown Palace,25000000,10115014,11115766,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction
2256,8/16/2002,Possession,25000000,10103647,14805812,PG-13,102,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2257,4/19/1996,Mrs. Winterbourne,25000000,10039566,10039566,PG-13,105,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction
2258,5/17/1991,Stone Cold,25000000,9286314,9286314,R,95,Original Screenplay,Action,Live Action,Contemporary Fiction
2259,11/25/2009,The Road,25000000,8114270,29206732,R,111,Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction
2260,4/6/2007,The Hoax,25000000,7164995,7164995,R,116,Based on Real Life Events,Drama,Live Action,Dramatization
2261,8/17/1984,Sheena,25000000,5778353,5778353,,,Based on Comic/Graphic Novel,Adventure,Live Action,Contemporary Fiction
2262,9/2/2005,Underclassman,25000000,5654777,5654777,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2263,3/23/2001,Say It Isn't So,25000000,5516708,5516708,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2264,12/7/2005,The World's Fastest Indian,25000000,5128124,18991288,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization
2265,1/25/2019,Serenity,25000000,4720427,5719162,R,106,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2266,4/25/2008,Deception,25000000,4598506,12850033,R,108,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2267,3/1/1995,Tank Girl,25000000,4064333,4064333,R,,Based on Comic/Graphic Novel,Action,Live Action,Science Fiction
2268,4/22/2005,King's Ransom,25000000,4008527,4049527,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2269,10/3/2008,Blindness,25000000,3073392,20052958,R,121,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
2270,12/16/2011,Carnage,25000000,2546747,38112154,R,79,Based on Play,Drama,Live Action,Contemporary Fiction
2271,9/1/2017,Tulip Fever,25000000,2455635,6733799,R,105,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2272,1/6/2006,BloodRayne,25000000,2405420,3711633,R,92,Based on Game,Action,Live Action,Fantasy
2273,11/20/2015,Legend,25000000,1872994,42425450,R,131,Based on Real Life Events,Thriller/Suspense,Live Action,Dramatization
2274,11/20/2009,Bad Lieutenant: Port of Call New Orleans,25000000,1702112,12413949,R,122,Remake,Drama,Live Action,Contemporary Fiction
2275,1/29/2016,Jane Got a Gun,25000000,1513793,3771345,R,98,Original Screenplay,Western,Live Action,Historical Fiction
2276,11/25/2009,Me and Orson Welles,25000000,1190003,1190003,PG-13,113,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2277,9/16/2005,Venom,25000000,881745,881745,R,87,Original Screenplay,Horror,Live Action,Contemporary Fiction
2278,10/14/2005,Where the Truth Lies,25000000,872142,1415656,Not Rated,,Based on Fiction Book/Short Story,Drama,Live Action,
2279,9/11/1998,Without Limits,25000000,780326,780326,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization
2280,3/22/2013,On the Road,25000000,720828,9313302,R,125,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2281,8/24/2012,Les petits mouchoirs,25000000,205505,48530887,Not Rated,154,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2282,6/30/2010,Love Ranch,25000000,137885,146149,R,,Based on Real Life Events,Drama,Live Action,Dramatization
2283,4/24/2015,Yi ge ren de wu lin,25000000,129115,129115,Not Rated,100,Original Screenplay,Action,Live Action,Contemporary Fiction
2284,12/31/2010,Sammy's avonturen: De geheime doorgang,25000000,0,71594792,PG,,Original Screenplay,Adventure,Digital Animation,Kids Fiction
2285,12/31/2010,Belka i Strelka. Zvezdnye sobaki,25000000,0,9445081,G,85,Original Screenplay,Adventure,Digital Animation,Kids Fiction
2286,12/31/2017,Matilda,25000000,0,9370285,,130,Based on Real Life Events,Drama,Live Action,Dramatization
2287,10/4/2011,La vritable histoire du Chat Bott,25000000,0,8208594,G,,,,,
2288,7/8/2011,Ironclad,25000000,0,5297411,R,120,Original Screenplay,Action,Live Action,Historical Fiction
2289,3/10/2015,Red Sky,25000000,0,91116,PG-13,108,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
2290,1/1/1970,Waterloo,25000000,0,0,,,,,,
2291,1/10/2014,The Adventurer: The Curse of the Midas Box,25000000,0,0,PG,98,Original Screenplay,Adventure,Live Action,Historical Fiction
2292,12/31/2018,Reagan,25000000,0,0,,,Based on Factual Book/Article,Drama,Live Action,Dramatization
2293,3/15/2019,Captive State,25000000,0,0,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction
2294,3/22/2019,Us,24600000,0,0,,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2295,11/9/2012,Dangerous Liaisons,24200000,17000,10447579,Not Rated,110,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2296,11/26/1986,Star Trek IV: The Voyage Home,24000000,109713132,133000000,PG,122,Based on TV,Adventure,Live Action,Science Fiction
2297,12/12/1997,Scream 2,24000000,101363301,172363301,R,120,Original Screenplay,Horror,Live Action,Contemporary Fiction
2298,2/21/2003,Old School,24000000,75155000,86765463,R,90,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2299,12/20/2006,Rocky Balboa,24000000,70269899,156229050,PG,,,Drama,Live Action,Contemporary Fiction
2300,6/20/2014,Think Like a Man Too,24000000,65028687,70027933,PG-13,105,Based on Factual Book/Article,Romantic Comedy,Live Action,Contemporary Fiction
2301,12/16/2016,Fences,24000000,57682904,64282881,PG-13,133,Based on Play,Drama,Live Action,Historical Fiction
2302,2/18/2000,The Whole Nine Yards,24000000,57262492,85527867,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2303,10/14/2011,Footloose,24000000,51802742,62989834,PG-13,113,Remake,Musical,Live Action,Contemporary Fiction
2304,4/7/2017,Going in Style,24000000,45018541,78672579,PG-13,96,Remake,Comedy,Live Action,Contemporary Fiction
2305,7/12/1991,Point Break,24000000,43218387,83531958,R,120,Original Screenplay,Action,Live Action,Contemporary Fiction
2306,9/20/1991,The Fisher King,24000000,41798224,41798224,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
2307,11/13/1998,I Still Know What You Did Last Summer,24000000,40020622,40020622,R,,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction
2308,11/21/2007,Hitman,24000000,39687694,99135571,R,95,Original Screenplay,Action,Live Action,Contemporary Fiction
2309,12/16/1969,"Hello, Dolly",24000000,33208099,33208099,,,,,,
2310,4/7/2000,Return to Me,24000000,32662299,32662299,PG,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2311,11/6/2009,The Men Who Stare at Goats,24000000,32428195,67348218,R,94,Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction
2312,10/31/2008,Zack and Miri Make a Porno,24000000,31457946,36856306,R,101,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2313,1/12/2001,Double Take,24000000,29823162,29823162,PG-13,88,Remake,Action,Live Action,Contemporary Fiction
2314,12/21/1999,"Girl, Interrupted",24000000,28871190,28871190,R,127,Based on Real Life Events,Drama,Live Action,Dramatization
2315,9/8/2000,Nurse Betty,24000000,25170054,27732366,R,110,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction
2316,8/20/2010,Piranha 3D,24000000,25003155,83660160,R,88,Remake,Horror,Live Action,Science Fiction
2317,11/24/2010,Faster,24000000,23240020,35792945,R,98,Original Screenplay,Action,Live Action,Contemporary Fiction
2318,10/24/1978,The Wiz,24000000,22000000,22000000,,,,Musical,,
2319,1/23/2004,Win a Date with Tad Hamilton!,24000000,16980098,16980098,PG-13,96,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2320,7/14/1999,Muppets From Space,24000000,16304786,16304786,G,87,Based on TV,Adventure,Live Action,Kids Fiction
2321,4/7/2000,Ready to Rumble,24000000,12372410,12372410,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2322,9/16/2011,I Don't Know How She Does It,24000000,9659074,24474463,PG-13,89,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction
2323,12/24/1999,Play it to the Bone,24000000,8427204,8427204,R,124,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2324,12/20/2013,Dhoom 3,24000000,8031955,11723620,Not Rated,150,,Action,,
2325,12/17/2004,Beyond the Sea,24000000,6144806,8292914,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization
2326,6/10/2005,Hauru no ugoku shiro,24000000,4710455,237814327,PG,119,Based on Fiction Book/Short Story,Adventure,Hand Animation,Kids Fiction
2327,3/27/1998,Meet the Deedles,24000000,4356126,4356126,PG,93,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2328,8/25/1995,The Thief and the Cobbler,24000000,669276,669276,G,90,Original Screenplay,Adventure,Hand Animation,Fantasy
2329,6/10/2005,The Bridge of San Luis Rey,24000000,49981,1696765,PG,,Based on Fiction Book/Short Story,Drama,Live Action,
2330,12/31/2007,Flood,24000000,0,4084232,,,,,Live Action,
2331,10/2/2009,Zombieland,23600000,75590286,102236596,R,87,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2332,5/21/1980,Star Wars Ep. V: The Empire Strikes Back,23000000,290271960,534161334,PG,124,Original Screenplay,Adventure,Live Action,Science Fiction
2333,11/6/1998,The Waterboy,23000000,161491646,190191646,PG-13,88,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2334,6/28/1991,The Naked Gun 2: The Smell of Fear,23000000,86930411,86930411,PG-13,,Based on TV,Comedy,Live Action,Contemporary Fiction
2335,4/7/1995,Bad Boys,23000000,65647413,141247413,R,106,Original Screenplay,Action,Live Action,Contemporary Fiction
2336,1/16/2015,The Wedding Ringer,23000000,64460211,80171596,R,101,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2337,3/17/2000,Final Destination,23000000,53302314,112036870,R,,Original Screenplay,Horror,Live Action,Fantasy
2338,12/17/1976,King Kong,23000000,52614445,90614445,PG,,Remake,Action,Live Action,Science Fiction
2339,10/7/2011,The Ides of March,23000000,40962534,77735925,R,101,Based on Play,Drama,Live Action,Contemporary Fiction
2340,2/18/2000,Pitch Black,23000000,39235088,53182088,R,107,Original Screenplay,Horror,Live Action,Science Fiction
2341,3/30/2001,Someone Like You,23000000,27338033,38684906,PG-13,97,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction
2342,1/10/2014,Her,23000000,25568251,48259031,R,119,Original Screenplay,Drama,Live Action,Science Fiction
2343,10/5/2001,Joy Ride,23000000,21973182,21973182,R,97,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2344,2/17/2012,Kari gurashi no Arietti,23000000,19192510,151496097,G,94,Based on Fiction Book/Short Story,Adventure,Hand Animation,Kids Fiction
2345,1/20/2012,Haywire,23000000,18942396,36374700,R,93,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2346,11/12/1999,Anywhere But Here,23000000,18653615,18653615,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
2347,9/1/2004,Vanity Fair,23000000,16123851,19123851,PG-13,141,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2348,2/26/2016,Eddie the Eagle,23000000,15789389,45060480,PG-13,105,Based on Real Life Events,Drama,Live Action,Dramatization
2349,7/17/1987,Jaws 4: The Revenge,23000000,15728335,15728335,PG-13,,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction
2350,8/25/2000,The Crew,23000000,13019253,13019253,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2351,12/20/1996,Marvin's Room,23000000,12803305,12803305,PG-13,98,Based on Play,Drama,Live Action,Contemporary Fiction
2352,1/9/2004,Chasing Liberty,23000000,12189514,12291975,PG-13,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2353,8/22/2008,The Longshots,23000000,11511323,11778396,PG,95,Based on Real Life Events,Drama,Live Action,Dramatization
2354,12/3/1999,The End of the Affair,23000000,10660147,10660147,R,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2355,8/23/1991,Harley Davidson and the Marlboro Man,23000000,7018525,7018525,R,98,Original Screenplay,Action,Live Action,Science Fiction
2356,9/14/2007,In the Valley of Elah,23000000,6777741,24489150,R,121,Based on Real Life Events,Drama,Live Action,Dramatization
2357,9/25/2009,Coco avant Chanel,23000000,6113834,50813834,PG-13,110,Based on Real Life Events,Drama,Live Action,Dramatization
2358,6/26/2009,Chri,23000000,2715657,2715657,R,92,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
2359,6/28/2013,Redemption,23000000,36686,13593473,R,100,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
2360,4/25/2008,Rogue,23000000,10452,4673377,R,99,Original Screenplay,Horror,Live Action,Contemporary Fiction
2361,5/5/2017,Chi dn zhunji,23000000,0,58807172,Not Rated,119,Original Screenplay,Action,Live Action,Contemporary Fiction
2362,3/15/2011,Shi Yue Wei Cheng,23000000,0,44195779,,139,,Action,,Historical Fiction
2363,6/24/1987,Spaceballs,22700000,38119483,38119483,PG,,Original Screenplay,Comedy,Live Action,Science Fiction
2364,6/22/2007,1408,22500000,71985628,131263370,R,104,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction
2365,11/18/2016,Nocturnal Animals,22500000,10663357,32398726,R,116,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
2366,4/24/2015,The Water Diviner,22500000,4200117,31054727,R,112,Original Screenplay,Drama,Live Action,Historical Fiction
2367,7/13/1990,Ghost,22000000,217631306,517600000,PG-13,127,Original Screenplay,Drama,Live Action,Contemporary Fiction
2368,7/15/1998,There's Something About Mary,22000000,176484651,369884651,R,118,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
2369,11/11/1994,The Santa Clause,22000000,144833357,189800000,PG,97,Original Screenplay,Adventure,Live Action,Kids Fiction
2370,9/28/2007,The Game Plan,22000000,90648202,146590987,PG,110,Original Screenplay,Comedy,Live Action,Contemporary Fiction
2371,3/29/2002,The Rookie,22000000,75600072,80491516,G,127,Original Screenplay,Drama,Live Action,Contemporary Fiction
